time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5
0	300.256051	0	-236.881547	-175.369151	-239.004452	-198.215983	5848.79212	1512.48392
2	299.217351	0	-256.51784	-256.51784	14305.1568	-61.0906483	17854305.2	7976.90781
4	294.631143	0	-165.585564	-165.544273	-154.169889	-125.019006	77839.4371	31431410.3
6	300.484531	0	-291.287591	-210.410574	-293.455313	-249.912706	2642.45626	296931133.0
8	299.481155	0	-207.126724	256.671971	-162.529191	-140.434773	-187.386723	27627.6264
10	300.265633	0	-189.253626	641.90235	-134.194241	53.898086	-169.513626	11616964400000.0
12	294.670974	0	-232.480369	-232.480369	18534.8824	12076.3695	18133525200.0	6095584790.0
14	293.711799	0	-258.912236	-219.590704	-210.966892	-190.372725	-239.172235	-35.1918567
16	303.738523	0	-198.636367	-198.636367	285414.398	5661.82713	2160951.94	327221892000000.0
18	297.958631	0	-218.337226	755.218298	335.838471	241.674741	13369143.8	-158.067225
20	297.656467	0	-169.724829	-169.724829	1522.67194	33841.9831	9683.63715	17065154.9
22	305.186995	0	-194.482635	3172.92757	-196.672635	1205.19675	106.075204	72175174800.0
24	296.60389	0	-279.071753	603.888936	395.073068	1005.86348	45411.5108	-218.801752
26	299.851287	0	-292.192129	-224.058961	102.695879	-193.809289	34306808.4	-231.922128
28	296.503322	0	-237.936662	-144.653509	-240.126275	-186.531941	16435.1527	5141.21748
30	295.476591	0	-216.66216	-187.498934	133.346239	-186.97214	4283.21927	1568110340.0
32	299.456658	0	-219.16073	-202.873708	-214.315847	-189.317771	1261.58122	-29.0868153
34	301.126555	0	-287.704017	58.2014942	356.467116	-142.430158	682604.841	-227.434016
36	296.18845	0	-271.395937	167007.719	8934.34554	405.896168	1670307.5	-211.125937
38	295.810832	0	-245.108325	2138.36634	962.926853	176.32588	120053.147	-184.838324
40	296.53173	0	-211.518294	10991.8457	-164.144017	-181.828293	5740.21345	15786.5276
42	296.815345	0	-248.140042	-66.4565423	17408.4128	108.817177	30978.4969	-187.870041
44	300.716405	0	-156.720913	1264.24067	-125.637352	-127.030908	574217.109	229.211009
46	294.466673	0	-269.893727	2936.9209	-272.08224	-221.823309	7843.18601	475.010275
48	295.906411	0	-192.559	325.112746	-194.740716	-148.739936	313.919008	521.877856
50	296.071019	0	-183.896879	56081.2058	-181.638053	-153.756999	2831.85765	47353257.2
52	299.603262	0	-211.906868	5445.67043	-214.094376	-165.114254	3639.06146	222879.909
54	299.276415	0	-181.438207	1398.60683	-183.065329	-147.800024	6526.36286	204667288.0
56	294.814576	0	-279.457469	831.362981	-281.596079	-240.139046	10349.0151	1154.09998
58	297.075771	0	-210.586274	78744.0729	-111.030372	-180.896273	25645.4428	8242.4148
60	299.88384	0	-208.738412	239.641128	-210.566802	-174.10135	3094.1811	2507.93895
62	290.089626	0	-279.328143	27790.7733	12382.4238	7772.38	316744.167	-219.058143
64	294.610974	0	-163.667787	25195.1855	-165.85692	-114.260597	2089.64246	17715.2153
66	298.542591	0	-295.383195	81898.3359	3853250.95	2070565.46	2275555.35	-235.113195
68	302.246129	0	-164.532998	103.388174	-166.718389	-119.263219	145.432695	3258.87816
70	301.690846	0	-258.385757	11382.8719	-260.575692	-202.533675	210.239363	1007262.21
