time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6	e7
0	298.579389	0	-2006.87152	-2006.87152	-1738.00275	-1885.71068	3493.64485	-2023.06815	-614.269728	-875.994419
2	298.63007	0	-1906.83969	18864.9081	4627.31127	-1491.57267	-182.786302	1594.41321	-1896.79969	-1214.7735
4	293.806952	0	-1959.46443	-1353.56274	-1653.93712	-1971.98443	88856.6212	45803.3347	64342.0573	153.253294
6	299.020531	0	-1973.37451	495.348964	10383.5495	1045961.75	58151.7884	19891.5645	1405512.17	-1837.17451
8	299.619067	0	-1814.66544	1385230.24	-1907.93544	-1638.82687	674589977.0	30911.5355	5260524.71	81491.4235
10	304.077011	0	-1940.06447	6247.58544	1035.88372	-1952.58447	322841.761	164100.45	47918822.1	12290.4292
12	295.97152	0	-1938.22447	10050.2348	25917.3286	3532.69437	-1844.20448	68562.0735	19359370.4	-1252.91492
14	299.883672	0	-1961.98986	1913.97129	3562.97515	-1974.50986	3852.13474	-872.51387	-95.7578439	826.572075
16	297.093943	0	-1912.83929	587.782872	22697.1904	-111.512594	9016864950000.0	7859.90981	-1902.79929	-47.6829558
18	297.337249	0	-1929.26778	32932.0991	-1528.94699	8807.02725	235988.141	8600.5768	78246.3777	-1793.06778
20	303.97709	0	-1897.29774	1921.42226	-1710.05375	-1909.81774	-647.887403	2343.81169	8938.57107	-1014.06294
22	297.663511	0	-1925.37272	4574.25478	992.618587	77700.6337	-1831.35273	1733.17617	2170560.27	26169817.8
24	300.962187	0	-1849.37302	-1849.37302	-1686.14358	-1691.67606	-366.838774	-1715.368	-832.54051	-1118.69235
26	296.47812	0	-1948.65771	20671.7732	188563.191	-1085.84288	-1854.63772	61078.0748	3104.49248	44019.2124
28	297.424525	0	-1935.14348	4126.09683	4808.88202	5089.70097	-1841.12348	2554.68816	101670693.0	1006788.58
30	297.803423	0	-1985.77731	11351.7853	-930.425618	-1478.7236	-1891.75731	40263.62	33858.3322	1748.59654
32	296.39947	0	-1975.74687	-1791.70311	-1900.88633	-1823.48319	-1881.72687	-1444.92868	1018487.46	319.715233
34	302.586867	0	-1960.05633	93336.8546	7191.40753	285937.278	-1866.03634	14468.0747	5297.71988	20269.5779
36	295.672329	0	-1873.90144	2346424710.0	-1649.22121	-1717.77218	-704.745605	4293.42053	-1863.86144	32445.5712
38	300.705385	0	-1897.9601	26699.4412	387956.975	-1587.88321	-1803.9401	166632.897	15888697.6	-1075.66496
