time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13
0	295.6546	0	-481.156438	-277.773265	14731.6426	4838.91565	8766319.86	-547.706441	319.398936	56.337613	-136.563202	16824.6693	416.288875	95.1815933	333.910822	1106.07021
2	293.598558	0	-550.174772	-120.753098	57568.671	-296.487564	594532.01	-616.724775	-184.367922	-550.003741	-207.886135	267.081093	596.874327	-356.056447	42.3705399	22190.7029
4	300.357602	0	-602.861623	22125.2668	2921.62554	-340.690321	2099.82233	-669.411626	-70.6525677	829.387868	-476.001796	-90.1412905	-371.636269	-420.569057	276577.462	5223448.39
6	302.318871	0	-651.151755	15934.5399	14483470.4	6890.25857	51974.5768	-717.701758	3420.0453	386.670679	-407.69012	1616.27179	-448.411276	33079.5786	10063.2014	24880.7843
8	295.59116	0	-579.100857	97906.6208	1835.53828	-96.1959733	62794.2968	48231.9163	-179.170887	-702.500859	-332.925969	122353.202	-311.749859	6876.32678	203.379922	47138555600.0
10	292.387558	0	-644.14227	1650.93538	-119.909142	-134.509857	138659.382	-308.277038	171.527604	-767.542271	8010.65289	-357.987771	4683.92024	6739.17496	992.780155	90811.5011
12	298.536016	0	-607.319713	-444.639993	6446.16013	-200.342083	921431.969	-461.419727	1418.46857	-730.719715	-6.81523254	740.345121	-384.98002	-410.718747	27869.0017	15591.1065
14	297.718296	0	-588.606348	673.347187	-507.396349	597.928274	88656.2512	1267128.15	36398.707	12689018.8	978.458322	6372.02849	647.094105	-49.1872248	5193.62404	1707859.57
16	296.718872	0	-717.847168	134677.179	39459.7701	1092.27901	4208.89231	2375.7001	-505.687164	12705.7936	9060.30038	13846601.8	9151.0255	-189.733516	79352.5648	4612493.44
18	300.545555	0	-642.461034	8669.58679	-204.382785	1381.99065	14717.0065	-709.011037	414.62581	133.99299	-503.633034	603.693309	13248.3935	1937.25529	5407.64939	1860966.0
20	297.592228	0	-691.713626	2695.29255	1180994.34	6120.59905	1126846.98	-666.888157	-186.43639	-815.113628	11715.8092	110207.138	-374.095051	-400.144528	7716.87769	121684.144
22	301.011514	0	-621.950315	-374.93306	15016.8638	2001.82524	7447484.16	-320.39888	-176.859256	-745.350317	1053194.34	56234.1292	-84.8703872	-407.928649	-39.3067447	119337.975
24	295.264247	0	-647.658203	-380.672869	8562.60206	16971.4762	31280560900.0	-287.44775	145228.841	10131.3435	-454.764971	-420.149313	4184.76753	-604.208202	-48.4473691	36243.2586
26	296.5924	0	-667.528255	-566.997676	541323.445	12264.6061	159539.356	4899.76378	-405.06032	-790.928256	38.4287474	7760.8147	-468.603803	-548.848586	-546.407619	67766.6171
28	302.08708	0	-630.965006	25592.8295	12739.2278	10987973.1	29765.4258	9409606.43	-418.805002	11134.7424	-430.534885	4318344.12	1073.13047	29881.2389	81425922.2	1931.04239
30	299.095184	0	-572.320008	-95.1156126	178335.166	867.941966	-110.420205	-133.261726	-130.597549	146.228038	2486.85051	-661.910005	1321.03781	-296.619985	565.566376	4091758230.0
32	299.316978	0	-609.140774	-352.308721	35307.4337	-75.869542	14898.7378	145.537487	-231.428811	1115.9429	-485.423833	755.169506	-449.043982	-565.690773	65307.3481	321326.236
34	294.96907	0	-619.858436	-462.100499	81.4475547	47927.7893	7014.50014	854.534803	-271.144867	-193.317474	-468.909401	-709.448432	-449.498774	-45.1198695	65369.2746	1122722.57
36	296.863721	0	-577.078631	-197.290334	619.055185	1654.4958	2473895.54	-128.45726	-73.6370611	159.7248	-215.409374	1296.18709	-319.737138	-533.628631	8172.6988	2383.29266
38	295.244728	0	-619.055756	-391.794568	-97.9586032	134.517906	1268424.26	-685.605759	-141.277841	735.340666	-23.9319084	1379.10412	-371.156632	7358.94713	2594.35445	491932.841
40	294.498344	0	-533.566767	1627.76985	-452.356768	411348791.0	1119057.89	2284.99374	2817.44839	2248.5762	8446631.1	170.36153	1497.53915	6.58621439	3046.15707	6486.33414
42	298.438253	0	-585.024115	-109.373499	107722978.0	-167.282042	171507.625	-651.574118	-55.966914	-226.840943	16015.9842	6728.37505	-391.2163	383.632989	3081.16386	3327.64951
44	301.896946	0	-596.116443	-419.665908	36862091.5	-387.741468	13789.8887	-185.790916	1764.38879	204.222111	-529.06644	12899.6422	264.595071	-510.116682	164716.826	48052.075
46	291.421425	0	-636.758804	-570.319231	1387.67398	-432.914239	503.713857	-703.308807	-120.374192	-484.624938	-498.454186	833.662434	-465.542634	-540.455408	-345.730019	7901132810.0
48	297.254684	0	-587.225264	3.36631026	6736.43655	56.1024721	1320.43842	-653.775267	-171.821761	-610.603371	-478.910567	-366.499672	-436.689235	-195.472148	-308.370205	21322.0043
