time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6	e7
0	325.488599	0	-2095.70587	-2095.70587	8871.45174	12472.0024	-715.534776	49813.0084	564053526.0	2297079.56
2	296.324353	0	-2025.28986	2125.40544	1837.64423	9006.11802	7442.35339	11875601.7	-2026.10986	1595258.14
4	301.510795	0	-2050.89962	97659.3538	1544339.1	107113.959	3653777.1	40583243.9	373300.099	-1925.18962
6	292.016335	0	-1999.31151	1088568.32	169.87181	-1643.80138	-1918.62151	7980836.7	432928.934	14551488.4
8	299.019758	0	-1945.4829	1282.7352	323929.463	36163.4617	19655617.0	-2197.2029	3026507.83	337906.173
10	295.819026	0	-1866.0261	5537308.14	-1968.13611	-1342.55608	16743.7656	40283.6617	3389804310.0	69123.7716
12	302.35169	0	-1999.42037	-1999.42037	6106219.7	27526.1564	85818623.6	638016.35	31713464.6	24063.4002
14	298.113293	0	-2040.87954	51744.1325	-2142.98954	47677.5787	714.934134	180320502.0	115139535.0	215420.65
16	294.864953	0	-2050.24137	174919.48	752992.645	3807.95725	-1969.55136	3079324.2	350182318.0	600401.224
18	294.70138	0	-1944.70358	10096.2192	26675.6755	30231.0165	-1864.01357	17332.9238	2404608.9	31525927.9
20	302.282103	0	-1977.31381	28369.5559	-2079.42381	8742.73912	57375.0224	387088.988	1849800.14	34681.7205
22	295.359423	0	-1848.60981	29605481.3	-1950.71981	157803.371	-462.401861	88427.7583	6008498.53	3316.24784
24	294.894854	0	-2052.88642	2251.15603	9180.57982	-44.0227287	-1972.19642	-589.28979	1197123540.0	19320.8132
26	293.158411	0	-2030.86771	7339.21632	2601.20944	-1603.57383	16221.8115	-2282.58771	51596953.5	767.836088
28	296.099231	0	-2037.03223	15518.8551	39841.5255	96221747700.0	655655.781	-2288.75223	1500782810.0	26936.607
30	301.231316	0	-2058.11218	3550.64519	16434.7504	-1945.25237	-1977.42218	153931.906	247811773.0	140.880318
