time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6	e7
0	320.162813	0	-2095.70587	-2095.70587	8871.45174	12472.0024	-715.534776	49813.0084	564053526.0	2297079.56
2	305.363147	0	-1997.91702	1500050.97	-1635.99754	-1733.27573	1568912.47	465968.856	-1998.73702	66564738.6
4	295.578438	0	-1996.29492	1332888990.0	23650106.4	-2021.94492	856768.518	46381931.5	69807.7975	318554622.0
6	295.217322	0	-1916.37711	157016536.0	-2018.48711	206049.973	2539.35156	6524.06399	77082.1314	161043.483
8	299.959194	0	-1970.35334	206555350000.0	2077540.71	-1996.00334	54764968.2	1235298.76	274667423.0	29474820.1
10	293.751596	0	-1914.98463	-285.93453	-687.294912	-1146.9398	187134.606	-2166.70463	308977.188	10705.9533
12	299.61335	0	-1932.88404	51718.9506	6623398.25	-1958.53404	20364855.5	78344532.7	20857496.1	211153009.0
14	298.961655	0	-2001.63725	324523548.0	-2103.74725	637410505.0	12453.8894	-125.379865	13384036800.0	20025.9322
16	296.889307	0	-1956.99754	35114.0629	108353.86	3880.76171	3745163650.0	-2208.71754	850415.72	18807941.1
18	299.437989	0	-1925.91604	34568.6225	-2028.02605	1117.47391	3521432.35	303230.66	478751.712	8240.25029
20	297.223723	0	-1978.06166	-1192.11137	1926402.6	-2003.71166	68710.2393	743364181000.0	371221047.0	222612.282
22	297.87065	0	-2041.13595	19549826.2	81209.4628	-2066.78595	2729059.43	9989956.0	100195054.0	42606.6775
24	303.92339	0	-1971.84686	2577.46679	198319886.0	-1997.49686	4019624.45	2597324.34	271580242.0	960543766.0
26	299.769913	0	-1989.78372	50514.5209	28065283.1	691017.178	1748540240000.0	-2241.50372	34949718.7	1922.27031
28	297.265955	0	-2002.14705	345245896000.0	13883007.0	-2027.79705	1253.13627	40034053000.0	654053067.0	116447415.0
30	297.954172	0	-2032.55139	79387.5751	1894.01017	4299.14352	166021511000.0	-2284.27139	14536.1948	4337567.23
32	296.912329	0	-1960.0817	34222785.9	-1993.40095	-1985.7317	74525.7905	100756831.0	244351850.0	696164.286
34	293.643052	0	-2007.78093	7016814.49	-38.7057671	-2033.43093	11029.9415	15544.0045	7953.98196	22786.9048
36	297.315433	0	-2020.50468	-2020.50468	20090.9147	45813145.6	3163.49764	403687.509	86380.7769	24728.9532
38	302.690429	0	-1998.49736	1543.01968	-1879.29645	-2024.14736	291370.171	75888.4596	128592438.0	206382.404
40	300.808974	0	-1949.37535	-1949.37535	-1071.36729	-1861.75259	2753916.88	-1873.44145	187342.06	-1647.4947
42	298.735317	0	-1964.36761	468770.097	573.025378	-1990.01761	206745.526	2811219.78	494229585000.0	99740161.6
44	296.399381	0	-2018.3764	75506.3739	-1573.08171	-2044.0264	637300.119	28863.9286	15788.2707	622.784707
46	301.337047	0	-1941.28629	55316616600.0	11837.8982	21231.8382	28505.4989	11836952100000.0	2534155.42	-1815.5763
48	298.174623	0	-2046.26648	7855.82343	-2148.37648	-763.036756	3954248890.0	142993.488	371153.133	2613254.85
50	300.62109	0	-1956.64443	-1956.64443	967.964162	995051.682	3040147100.0	65002.4634	373023857000000.0	1851.60832
52	292.959217	0	-1945.59699	2779895940.0	487125.85	4823.22006	4039743.75	4968.56981	801928540000.0	-1819.88699
54	298.762467	0	-1976.92525	3694628.51	2649.74326	75367.3871	-813.544034	251289.754	65259445700.0	-1851.21525
56	296.458139	0	-1939.98402	-1939.98402	16376.4716	4311.80854	309441436.0	-1359.27028	72757.2088	49086.6748
58	302.064632	0	-1942.51192	-1942.51192	16260.7279	31908.1021	597013584.0	2188.296	1359330420.0	25021339.8
60	294.608779	0	-1934.84805	-1934.84805	18914.5231	1195.75517	1708.40204	4634041.08	91583.9818	231.793581
62	296.915794	0	-1930.17198	-1930.17198	202.874787	3852.88589	468988.432	10066.946	216088.429	7233.47022
64	294.17547	0	-2002.94787	-2002.94787	11121.7531	1552.6797	24684689000.0	9268.08844	3228372530.0	186026.437
66	298.594092	0	-1932.93739	-1932.93739	185550.254	-1454.14975	-706.093721	1031.84873	93163214.4	17870.8658
68	297.05161	0	-2017.68875	260126.035	8518.38848	1407.29931	364404.665	-968.84655	6086491.0	-1891.97875
70	297.104329	0	-1973.33764	5500622.77	151879.672	52002550.6	-1892.64764	41921.6514	22799352.6	-790.170314
72	299.888179	0	-1953.49666	-1953.49666	207241.293	11794.6657	1743602390.0	95900.96	8894387.3	4290799.17
74	296.739166	0	-2034.25595	-2034.25595	-216.094573	1638.59774	10518.3033	3200302.13	182.229316	46226.6121
