time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6	e7
0	316.734811	0	-2095.70587	-2095.70587	8871.45174	12472.0024	-715.534776	49813.0084	564053526.0	2297079.56
2	301.758437	0	-2015.81757	76623.8074	55686.6237	26705.1235	27104.0007	42256.7066	-2016.63757	17095288.5
4	300.375387	0	-1952.22238	1256.47812	18720.1102	21165.9108	90658.7417	1118.05228	-1953.04237	2558282.56
6	297.891157	0	-1948.79447	18996100.8	-2050.90447	421129.834	92704.8187	47173.3394	35184.0534	46209.5493
8	300.404869	0	-1978.4514	2896303.77	-2080.5614	376967393.0	146503.549	72005.498	22931289.1	201909.988
10	297.739432	0	-1959.95862	10565.7804	-1952.21163	-1294.23145	1569718900.0	-2211.67862	7206558450.0	53541.1999
12	294.515471	0	-1908.11177	263810745.0	-2010.22177	24199.4932	5200.62484	-1262.04746	1536327.74	7110.66865
14	295.652533	0	-1960.2744	11378.4256	-2062.3844	6337.11068	110556.429	5965.72675	11858980700.0	19573.5292
16	298.056537	0	-2029.81346	10196682800.0	512788.052	19071.7813	228248.391	7948348.88	89336853500000.0	-1904.10346
18	291.639308	0	-1967.89527	-1967.89527	122838.334	-1583.01993	191073.064	378656.671	261674113.0	12767.3229
20	300.43697	0	-1908.31503	739498181.0	-2010.42503	5133493.36	125536.002	98812.7801	679860.373	7806.25604
22	298.18103	0	-1909.17269	23436333.7	-2011.28269	11492.5873	471947218.0	266674928.0	384499666000000.0	1439.46069
24	299.31785	0	-2041.01679	478219.218	1784276610.0	5475913.64	10757786.8	-2292.73679	46999378.1	8408315.99
26	290.245398	0	-1949.9919	851913.584	-2052.1019	48098.9172	1582429.84	-2150.36674	750260377000.0	101288615.0
28	298.604927	0	-1999.06188	-1999.06188	10035.5699	-1806.39118	90590.4841	843682.922	5624418.27	1809506610.0
30	297.948164	0	-1992.47359	142246500.0	17033.4375	-2018.12359	914946.888	1566.42136	214492714000.0	-1481.51605
32	299.284575	0	-1878.61447	-1407.88662	11711.0393	1075.11159	56865738.5	-2130.33447	26410549100.0	6519951.86
34	294.725551	0	-2026.75031	-2026.75031	-2066.69175	-181.823853	2903110.66	3793.68213	15084386.6	814.266731
36	294.720116	0	-1980.33163	7875.95122	6573.19556	1767.95591	10336.2272	23366.2863	15950128500.0	-1854.62163
38	297.210915	0	-1978.44372	51917.5082	49615.4846	12236091.2	5197636.4	-2230.16372	7594.6986	1032.59504
40	297.032664	0	-2032.09474	-2032.09474	-1702.88442	-1353.46906	9598532.04	160172.645	91428.1009	3488.17391
42	304.951031	0	-2026.763	8119.90716	41890.1494	6399.71121	194401.814	242899841.0	6328671.35	-1901.053
44	301.451711	0	-2037.4347	286772.209	7188.69575	5403.51259	876612.962	9112701390000.0	64245.7147	-1911.7247
46	299.288038	0	-1974.65374	-1974.65374	3071.78801	-606.429429	-1414.74519	232706610.0	12626.7645	-1661.10197
48	302.457082	0	-2027.9444	61321.9869	5019.22043	12773.281	192209187.0	-2279.6644	1825305.42	15582.6591
50	297.416986	0	-2004.08467	16771.3882	556.207993	159696397.0	594377.742	-2255.80467	2171063.88	171977.583
52	299.065385	0	-2020.88974	214249041.0	-973.120599	151863426.0	335833.997	79354.539	71153.6038	-1895.17974
54	301.798251	0	-1960.00264	-1960.00264	-958.272422	-1035.94332	14415.1474	9941.83648	9042.69677	2491.06058
56	294.418582	0	-2077.6356	39150.8644	101.17037	2763072.37	1288891020.0	187.807475	-578.007025	-1951.9256
58	294.587025	0	-1978.55136	-1978.55136	2458515470.0	1512.78767	11557.0697	13641.4049	76313.2102	4467.13981
60	297.166734	0	-1897.13729	-1267.55265	6471.30559	770796.622	4282146.86	-2148.85729	22207.5718	580564.061
62	294.994652	0	-2042.51032	3386151.42	-1901.83828	-1130.29958	14644049.9	58459.2896	119181.905	-1916.80032
64	297.556775	0	-2030.33438	-2030.33438	21.3777094	-1488.46623	14253.3698	3044.68938	9339.25833	4332.57481
66	292.923546	0	-1957.20474	-1957.20474	-1578.31741	-1840.86855	305827.444	-996.265989	4200709.05	12763.5503
68	298.524411	0	-1994.04807	-1994.04807	2814.08558	9715.73459	46153.3245	1747034.25	46892795200.0	523244.105
70	298.258974	0	-1919.62511	-1919.62511	-1605.72616	1647.52755	6262581.81	1592.20031	148690.91	7954.5876
72	299.113649	0	-2017.20509	-2017.20509	-478.253205	-1464.25901	10385258.6	-2042.92815	13902.8857	3687.76549
74	294.194407	0	-2034.09918	-2034.09918	-1600.00635	-1341.12149	2846.51862	193768.375	597031054.0	61034.2939
76	296.773752	0	-1957.07432	595721.524	-2059.18432	1799.00509	2686991.41	133023.543	18013525.5	211232581.0
78	299.710191	0	-2006.70926	-966.257091	-2108.81926	508.465517	128118.314	17732.5615	99067052.8	53681.022
80	301.035936	0	-1919.14773	-1919.14773	-1142.52643	24642.9679	3886.118	-1552.49462	19419.7655	24026.677
82	301.746925	0	-1965.05706	103220.342	9735.07859	161950.468	182278.434	-527.717174	2895277.77	-1839.34706
84	301.270423	0	-1993.70453	-1993.70453	-1110.49868	-1469.64912	220819.507	5906.47657	10564.2007	16948.2971
86	296.363968	0	-1928.66484	5559247.11	2635.30249	281001.686	868579.967	6113444.23	51473161700.0	-1802.95484
88	298.770231	0	-1949.36177	403.565635	-1350.9756	235451.667	396528.948	5687.92412	1609928.46	-1823.65177
90	292.249956	0	-1942.46103	2075134380.0	602.7042	42250.2385	7801417.04	4443888.39	2495941980.0	-1816.75103
92	300.752331	0	-1982.84603	-1982.84603	3075.27325	3094.23233	2313.73786	31746679.6	9972026.71	162.697618
94	301.546306	0	-1984.56195	3899440.22	45314.7979	1035.24669	1518125.2	-2236.28195	290351.004	823467.221
96	295.283388	0	-1988.16352	-1988.16352	-1390.21871	181537.845	385161.438	-1570.61692	17586874.9	256496.073
98	302.635293	0	-2014.72792	155620.91	13741.2129	44128.546	-915.32121	871509.66	1141223.62	-1889.01793
100	293.366293	0	-1982.83374	43170.7971	-2084.94374	1575.95172	152490579000.0	996369.547	1659747550000.0	10564.0934
102	298.807139	0	-1963.98195	-1963.98195	155779424.0	381782.258	3753.62766	1104295.25	47411.8303	45222.3251
104	299.063856	0	-1983.93562	3138.68381	-1312.76577	5662462.5	90014.8707	-2235.65562	860538.743	41759.1712
106	297.298261	0	-2000.28339	-2000.28339	21297.9338	-1628.49844	-1233.50329	251211.451	38903.9	12351.2369
108	297.10105	0	-1934.77996	528851.223	-179.507222	282672.621	558123.181	25836823.7	3406401870.0	-1809.06996
110	295.3538	0	-1920.43936	-1920.43936	3754.36795	825.199198	21012.6433	80879.7533	2840343.92	-714.406995
112	295.77811	0	-1977.22319	759.609717	-2079.33319	38101.37	74136.4084	-450.648981	638826.491	390662182.0
114	296.935254	0	-1996.69458	-1996.69458	-1524.37795	6730.3308	28.3522971	2603.34776	2428701170.0	4149.2118
116	299.364036	0	-1986.3014	495086578.0	37297.5567	1294760.3	3850740.82	9433.50598	2200577840.0	-1860.5914
118	300.676584	0	-2040.24049	290525.945	-2142.35049	6855.98225	7678134.04	3720458.71	17872575.2	1893254.55
120	296.622614	0	-2049.74762	16270.2451	-2151.85762	395213.761	242185.706	6187.15747	16741797100.0	14162680.2
122	298.714131	0	-1996.61972	10147.8113	-2098.72972	813350601.0	2639530.27	1292997.53	109564956.0	7161197.32
124	298.510687	0	-1950.45332	-1950.45332	-1754.37055	-1203.56473	136089780.0	55810.1433	2098802.24	16014.9507
126	297.933777	0	-1991.62204	12666.6339	32965.1316	9189.98414	11793899.0	-2243.34204	293485.343	51637.5323
128	301.148516	0	-2092.93101	11496.9016	-53.335225	35707.0352	34245266.3	-2344.65101	3429099660000000.0	38007.1665
130	298.399703	0	-1951.92439	162663.005	55235.9924	6203.87023	357931.326	-2203.64439	58588097900000.0	235344.378
132	298.271762	0	-1895.02438	505.674266	-283.669567	-10.6269423	34737817300.0	-2146.74438	495481.121	189614.32
134	299.913836	0	-1973.4675	-1973.4675	2379.89613	-1304.92118	5806279.92	4778349.45	2341192.63	78598.2649
136	297.134139	0	-1986.19767	17486815.0	-2088.30767	-1424.69044	338315.875	1090004.03	1515383250.0	1914.39495
138	298.453528	0	-1964.01151	40348.3577	-2066.12151	-660.253823	78956.2241	13220.2962	481385224.0	1154303760.0
140	295.624494	0	-2029.76416	99106172.0	243726.926	274255858.0	30595.4603	273023.029	14314600500.0	-1904.05416
142	296.879223	0	-1980.16571	-1980.16571	49040.746	-1007.14486	2931.76722	604919.291	120054.724	36503.2939
144	293.630506	0	-2016.5796	-2016.5796	26809.5826	-181.483569	-522.016514	26179.5829	177302.442	9685.52272
146	294.245137	0	-1891.4142	-1891.4142	-600.670155	-1264.51868	-1280.11516	-1505.81621	1006530.59	176496.233
148	297.899695	0	-1936.66445	15093.8615	11135.7529	1857.6513	1356.89818	19926.9456	-1937.48445	301224.858
150	298.122091	0	-1954.03339	-241.430973	-1512.64592	-1843.11559	9018.73411	-1405.04911	-1954.85339	5628174.05
152	296.940412	0	-2002.27193	-2002.27193	114546.343	-1726.69395	-875.84876	3928.54781	377675866.0	12710.0577
154	294.962596	0	-2024.60582	-2024.60582	15851.4732	7033.83483	-1639.88332	85116.8798	21962114.4	1769.75574
156	301.245985	0	-1984.78132	120225.266	31201.4117	167553.041	125282.167	12151.163	16630190.9	-1859.07132
158	300.848998	0	-1975.87499	237573.855	301011.289	10529.7394	10906318700.0	-2227.59499	44563375.4	556127490.0
160	303.222749	0	-1983.35782	-1983.35782	-1947.76485	-1770.67153	139175.271	27482.5648	37024.2164	-1448.71159
162	298.51164	0	-1958.8792	86630.6121	44973791.1	4366.01903	73830651.5	-2210.5992	10837163700.0	2114007.51
164	296.26814	0	-1954.84644	-1954.84644	16355.646	-968.931773	366729.968	3492745.52	147455780000.0	1268774.65
166	295.976877	0	-2015.51562	-2015.51562	1079.52154	41599.1859	-1496.9929	6712824.67	67992.9499	245682.631
168	299.691229	0	-1976.97364	-1976.97364	19591.8733	-1318.78585	-565.474726	143293.992	1113519.25	145558.65
170	297.863359	0	-1960.90399	1321.23093	15734.1641	1560.39887	923923607000.0	-2212.62399	3239299.37	52520.6377
172	298.435515	0	-2040.08294	156132.276	122767.877	-2065.73294	55951.1507	718163692000.0	1048932740.0	17236.2163
174	298.024598	0	-1992.92727	779.37368	35.3276114	9156046.21	9092009.24	-2244.64727	530557.24	7773.46729
176	300.791133	0	-1993.10673	-1993.10673	1222.35515	2431.05036	4613.81698	10997.8006	544857.794	3424.59892
178	298.890603	0	-1921.46658	-1921.46658	54828.1598	4299.90809	8152.80383	29145.9548	4525.38947	8165.51563
180	302.720505	0	-1929.87191	-1929.87191	-1831.58706	-1225.31136	5896.79791	945294.483	12080.6902	1031403.29
182	291.342782	0	-1999.3258	100981.235	-2101.4358	15190.5353	21147372.2	769292.186	83082.5362	16508.3478
184	301.28288	0	-1941.19537	205930.604	60687.2353	4127051.16	730236779.0	-2192.91537	4194985.32	169799.497
186	302.355804	0	-1971.00432	-1971.00432	79893023.8	98620.528	534293.418	-727.745645	1374999540.0	228063213.0
188	298.033887	0	-1977.00827	660771155.0	-1773.28303	474694855.0	81243078200000.0	-2228.72827	604419.872	44237.8024
190	297.534375	0	-2010.19213	1213.03209	-2112.30213	682.614081	155253.123	122817456.0	14512.5727	51249.0102
192	300.033812	0	-2039.53554	-1018.6896	-2141.64554	-1741.3817	1909271.45	580778.83	128438.995	5607.16434
194	294.040781	0	-1962.87948	596580.671	-2064.98948	3983.74915	10864.7246	1456.83961	85995.6846	20827.7414
196	299.081923	0	-1916.06427	-1916.06427	92975.5848	9888.78583	2905365.32	14693812.2	132936802.0	2553796.41
198	298.117435	0	-2005.73314	7905041.63	-2107.84314	19210.6266	11717999.2	86459681.2	28639790800.0	1659061800.0
200	295.137406	0	-1999.97788	32138.5187	-2102.08788	107787.918	-12.4570013	1642320.34	181033712.0	2108646.96
202	298.16834	0	-2059.76379	45773.9034	-2161.87379	5390.24627	7539727.16	-39.9823241	174108562000.0	3161.23455
204	289.859373	0	-1966.49629	-1966.49629	-1060.12797	-1773.15046	2341.59061	29322.4885	11486.8362	166871.811
206	301.439378	0	-2018.04937	1755.88848	-2120.15937	13866.3448	894682588.0	28115.1256	2609924510000.0	376899.459
208	297.042794	0	-1930.79687	-1930.79687	937.765916	2184.89824	2188.49732	77922566.5	320537277.0	2298179.49
210	296.537138	0	-1983.36038	1331.47032	-1284.56968	19995107.6	489674.282	-2235.08038	19189176.9	300483.425
212	299.916512	0	-1912.03003	1730.23881	-2014.14003	23476.4857	1066.57089	5256.55454	66136.4481	-882.348378
214	295.749637	0	-1978.03627	-1978.03627	99062.1332	211768.026	432.905877	1161423.3	1040829060.0	18996.2807
216	293.112861	0	-1936.71726	-1936.71726	-938.775584	12496389.6	54379603.9	73231514200.0	155720418000.0	200845595.0
218	295.273886	0	-1961.18013	-1961.18013	6502.33599	5519.90007	985941.754	5570721210.0	1840829.85	59967.8849
220	297.472605	0	-1915.64863	-1915.64863	185850503.0	25891.1951	531714966000.0	288851542.0	300012661000000.0	1544278.54
222	298.580212	0	-1954.18258	7124203.54	26957.8285	187001.468	177634238.0	-2205.90258	3623.60944	8197.38782
224	297.018386	0	-2008.61262	-2008.61262	921028.593	-1664.64604	587.58159	292052060.0	10750.1068	28763.702
226	304.998791	0	-1953.07758	-1953.07758	-266.443799	-1195.88133	-367.470146	14298.3396	30866.2053	-526.093327
228	298.768341	0	-1993.13414	528083.738	-2004.33981	-2018.78414	15624.9095	28818.108	224032.048	4694653.76
230	299.087297	0	-2032.10268	-2032.10268	-1933.56445	-1850.15868	4135.11992	-1980.6104	119360882.0	7381.02961
232	298.266852	0	-1942.77901	-1942.77901	3159.11876	-1911.12317	-706.614108	29460.1309	356331557.0	5101874.84
234	290.928767	0	-1918.32221	-1918.32221	-135.96052	124646.78	5736.21718	82597.3315	25251.2827	381777592.0
236	297.305996	0	-1908.33676	-1908.33676	732975.857	329301672.0	-1223.3458	1580.27805	1070.89301	26425.4007
238	294.39502	0	-1967.63012	11152.1258	134172.225	121369.544	419708272000.0	-2219.35012	103816.524	52146.2578
240	297.32174	0	-2060.71593	45.280411	-2162.82593	-789.527639	178747168.0	81489.6768	765995.35	110433.134
242	296.835183	0	-1945.67886	756651.635	858.282536	447.239223	40036.7866	3147059.7	7642721.15	-1819.96886
244	298.368284	0	-2002.97979	58648738.0	-2105.08979	77.9465585	4207.57265	22636.4672	2409390640.0	976958.264
246	293.920795	0	-1992.78981	-1992.78981	29707.5086	1394.46366	527.444826	39818.094	854.731339	15662.2697
248	300.348097	0	-1978.71086	328714.308	2373.52183	58.0378445	-771.359885	2404160.59	-887.746603	-1853.00086
250	296.79216	0	-1951.43785	37255084.7	2452274.27	2.90125954	14430907.6	28060.229	17936913.0	-1825.72785
252	296.473354	0	-2005.98922	-2005.98922	927321033.0	114393.558	306533.829	1359368030.0	1835.03547	354833050000.0
254	303.244769	0	-1954.15481	-1954.15481	95912.6747	660.961217	-1599.32352	1643.98549	55749.2226	384174635.0
256	294.970025	0	-1878.36409	163149.214	1676.74007	-1904.01409	2794469810.0	19117402.8	110121166.0	9364384.47
258	295.626082	0	-2016.33169	-2016.33169	446.462744	3143.93533	6567.68576	5873.03629	4903470000.0	1051758.26
260	302.10733	0	-2024.45156	66628.8269	14862.9629	7081.9776	355974.159	52214955.2	1994371.54	-1898.74156
262	298.397407	0	-2089.92388	11344.1805	-2192.03388	420276.992	44196.5916	1961.08065	6112309.57	49030.041
264	299.096227	0	-2031.12216	372121.505	-2133.23216	28926.5674	175872286.0	1.7849384	9249075.19	181633.96
266	301.767804	0	-1952.59115	-1952.59115	1721.506	-617.877005	6198.82023	1602.67436	3238.286	12451761400000.0
268	300.461078	0	-1941.27829	504037.673	98897.7371	-1966.92829	1909106.78	36759.9875	16394462.2	35254.8395
270	303.312317	0	-1959.08296	-1959.08296	45615013200.0	-649.033402	25642.2276	28481070.6	57074.5732	3205571070.0
272	299.651536	0	-1919.2938	-1919.2938	13254658.8	7599.25033	3179526.19	296754.267	724032908.0	655765257.0
274	300.353484	0	-1943.1307	461275.41	171752746.0	-1968.7807	4761765.08	251743.852	82057783.2	3278138.01
276	293.438182	0	-1979.56264	-1979.56264	-1941.86214	931.984374	1315.014	-1767.61246	4840.01033	-489.114537
278	296.644231	0	-2010.25858	93.2036699	-2112.36859	-536.622853	2297914.09	16906736.1	11735336.2	11758080.4
280	300.303977	0	-2041.33652	-2041.33652	7535.04665	-1747.27607	21667.5977	6681.72407	3814.93842	40093.3468
282	292.282726	0	-1972.6745	4130427710.0	-2074.7845	2445.22087	3219.27301	10979.2392	816762.06	20831193.6
284	296.680732	0	-1900.7976	9204384.98	-2002.90761	234378522.0	76759.0231	90138.0062	668107231000.0	37434700.1
286	295.739474	0	-1952.13947	9241.79841	-2054.24948	-1019.88251	1512068.32	2942.12598	28626631.2	36764.4134
288	302.040349	0	-1915.5637	-1915.5637	26797531.1	16523.2427	929.614676	-1774.00625	85617656.4	1727038.25
290	294.941261	0	-2026.75908	-1694.36817	-2128.86908	-1052.2985	15209.8496	12255592.2	2022507.17	9261.49559
292	303.066871	0	-2002.18978	-2002.18978	61715.9345	108295.862	1266799.77	3290507.33	498591.413	244958.773
294	301.932316	0	-2086.10708	-2086.10708	1378896.58	-1794.203	10618.3777	15179.1118	-952.945372	2.58839508e+19
296	300.329341	0	-1942.96396	-1942.96396	19407.8822	-1640.87881	330727.713	67318.8075	312132048.0	54414206.3
298	297.498802	0	-2069.23792	5178840.68	-2171.34793	2547255.18	1292738.99	301493.685	28273337900000.0	2424129.83
300	298.401252	0	-1933.6591	-1933.6591	4801627.51	177833.807	23251.2634	-2012.82572	969800100000.0	19513352.4
302	295.225643	0	-1998.79855	-1998.79855	24991762.4	347788141.0	92803.985	20050.717	3886891.99	6454.08538
304	299.556542	0	-1971.67849	-1971.67849	-627.990082	246.124646	-913.97999	2904.90904	2086225.61	149368.674
306	296.194917	0	-1903.44981	-1903.44981	225284.532	-1118.76427	1613.872	574705.661	3695.27531	9196.79465
308	297.260767	0	-2011.28701	-2011.28701	648040.574	-1420.63054	41304.3591	-1260.1031	262207.338	4621.50903
310	298.783317	0	-1950.80271	90027.5508	252554875.0	50576.6859	-1870.1127	139524.746	95438339.8	1563348.54
312	300.186229	0	-1964.98051	115855.815	-1557.0216	305437.31	87475.9155	-2216.70051	12803043200000.0	8156297.61
