time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6	e7
0	304.64903	0	-1959.10427	-1959.10427	-467.601848	-1384.27227	-118.926901	896.990147	4575322.4	9208.66618
2	294.184291	0	-1933.31901	-1645.65842	-2010.559	-1576.00605	1969.35165	-1235.7671	7626.98801	-1283.04966
4	297.62399	0	-1879.26407	-110.943091	192.058623	-953.123013	-1649.14407	1379.90943	3834.01014	15101.2141
6	300.185537	0	-1879.08812	91341.1856	-834.964218	128738606.0	7421.66834	-2100.16812	270128.983	-46.0361405
8	300.943242	0	-1909.63829	7484.5076	-855.928937	-990.245352	13296.7494	-2130.7183	830.109131	-1109.99116
10	297.427029	0	-1944.25837	-1076.81075	-641.550345	3829.86022	-1714.13838	15080.6304	84784.5014	182460.009
12	302.839027	0	-1867.0777	-1867.0777	-1240.55166	-1684.56103	-221.575035	37648.779	361.611624	2178.00439
14	296.60438	0	-1949.29686	5058.52928	909.318183	6127.79475	504564.83	-2170.37686	225077.018	9424.92706
16	295.185886	0	-1905.16494	29866.5798	2082.03101	2921.66524	15496072.3	-2126.24494	6273.20064	-455.046347
18	299.61577	0	-1801.61585	3683.17395	3208.40795	-1718.04585	667014.269	116427.789	40433954.3	64679.6193
20	295.208983	0	-1944.5343	2677.82557	-2021.7743	119338.579	605328541.0	25167969.0	1463804400.0	543574.33
22	300.309553	0	-1908.03433	276.344771	16637.9359	-536.43918	-1677.91433	1832342.05	144939.514	2399022880.0
24	299.193799	0	-1972.69096	83424.7739	248910.889	1630.5829	-1742.57097	-866.482101	827696539.0	66463.9819
26	297.593728	0	-1884.27204	16191.9703	-1961.51204	-1683.62201	61466.0354	-1889.54531	-1050.33675	-1414.76915
28	294.05063	0	-1978.066	-1657.85787	-1783.96914	-1550.61881	-1747.94601	2215.88742	374.132504	-579.713176
30	296.379434	0	-1915.37372	-1435.77959	-1827.88645	-1653.45882	-1685.25372	-1861.34548	53373.7032	-1508.74464
32	289.704923	0	-1886.71591	12445.3455	-1963.95591	-1432.83025	8445.17679	994.97416	1077627.34	490.979781
34	294.752337	0	-1849.07875	2412.09477	715245.257	-262.128067	2174920.37	-2070.15875	7425703.67	29449874.4
36	300.394579	0	-1953.31139	-1043.17396	-2030.55139	-1210.17903	34621.2691	1595.70077	19178.236	31466.4848
38	297.852868	0	-1895.7284	3200984040.0	-1628.4889	-1812.1584	40770.2168	-1138.01044	89927822200.0	84959.9331
40	299.115733	0	-1922.51356	-1426.84761	6146.31609	-1838.94356	354694.696	1998.08423	1268989.1	24347.2795
42	301.970241	0	-1896.48639	18649751.9	-966.472576	-1182.90671	-1666.36639	34562.6885	472609.572	4277242.9
44	295.848222	0	-1914.26474	3570736.47	299910.737	625.163785	91807.6622	-2135.34475	10547542.7	2490735.67
46	297.778661	0	-1856.51987	11289.7273	-1933.75987	-1056.35664	5815.08564	191524.538	15576.083	-1249.92362
48	300.726673	0	-1907.79354	-1340.73342	-1302.24949	-1824.22354	112303.057	-319.976339	188363.638	-1273.44186
50	301.470314	0	-1857.50739	-1311.19019	-1383.57612	-1412.86698	-1627.3874	-56.8190955	333517211.0	-506.139005
52	298.515843	0	-1912.9575	4764.73501	1958.61542	-1518.73698	-1682.8375	-1617.0742	32031.1637	-1475.56276
54	300.496955	0	-1891.90244	-1533.85139	-1969.14244	-358.294501	13031478.2	41665.7462	9087.04781	11851.9291
56	296.914974	0	-1933.74959	-712.088222	-2010.98959	24074.618	44402.3108	21882.1049	38957.1206	189685.563
