time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6
0	305.545294	63.3754607	-502.798467	-502.798467	2106.74599	919955767.0	174213.267	1500.77505	253818.101
2	300.721765	62.1326119	-437.84718	80038.6053	-315.687176	5601.21651	161578.958	10253.2342	6881.83155
4	296.683696	77.8476143	-408.045378	-408.045378	67389.7349	11013.1438	7548.1184	2343.42154	6910.86242
6	292.482275	60.0260587	-435.192621	98919.6852	111790.404	4546959.84	-200.842615	295250.583	340323.544
8	298.395271	94.0517028	-512.498485	1644.0909	5147.3615	359553.324	-278.148479	49.320182	2624.57919
10	301.370419	76.1438186	-427.702333	101199095.0	28011.9869	15268.6676	461841.368	293.585515	-547.572336
12	300.965388	55.3063846	-427.890936	8364280.75	-45.3537548	3037.04973	-193.54093	-14.9991316	3180617.81
14	297.942814	68.9615814	-463.71163	-463.71163	457.504568	17014621900.0	18865.5573	9779.22668	167268.251
16	303.146555	90.0892351	-435.945212	234531.109	4550.29189	31724.6091	11577.6125	3773382.48	-555.815215
18	295.567989	69.1837765	-473.981687	17521.817	2305.64936	4381480.32	-239.631681	586.977764	309103714.0
20	295.673177	91.0055413	-473.031403	142897.366	1897.21833	233848.495	-238.681397	2175.8744	-188.024153
22	291.73681	67.2395306	-451.443437	-451.443437	11627999.3	1.13169143e+17	88920.6756	311.194062	-210.332975
24	294.750544	65.0848189	-486.347333	888812.89	37469.5404	1002191.54	576291.13	-343.647336	25387.9477
26	297.497757	69.2724075	-448.75198	-448.75198	123068238.0	32021.2275	13284214.4	188632.719	11336289.9
28	301.966273	84.1672479	-417.541218	3533.79493	92906907.0	2200.78492	-183.191211	52.4263068	6330.07892
30	299.81442	60.5098676	-437.545407	2046280.76	19023.0754	5853176.46	-203.195401	206.878907	17686.9104
32	296.963971	85.7738063	-493.570121	1106.83485	1851.52764	158960804000.0	-259.220115	9398.08668	55740.1702
34	297.235473	54.4200919	-523.337402	272152.557	-401.177398	600728577000.0	6319.05774	-104.490198	13719060.2
36	301.357448	73.9482617	-457.405456	149.659835	42123.981	11194681.5	-223.05545	77574437.9	2202.41995
38	298.566757	80.9701511	-463.940256	1828.4498	1973298.75	9185.17217	3407468.27	266.695209	-583.810259
40	300.040502	59.4868214	-431.122261	819.2451	-308.962258	82880.8621	1438.44059	-89.9113227	326.977256
