time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6
0	303.893249	44.2794051	-545.186018	-545.186018	80860032.0	497066809.0	216115282.0	2798635.61	108272.398
2	291.055856	66.0807945	-495.404693	-495.404693	6029647360.0	935449.611	1070106.76	5727791.39	3370432140.0
4	306.10656	90.610386	-490.913029	-490.913029	18539.4007	5594386.51	163257791.0	1211901700000.0	202848430.0
6	298.723312	74.207914	-497.451357	-497.451357	12041.5752	7468354.26	368470.627	18781.108	256906.714
8	303.842336	79.3929473	-456.668213	454215.484	39632883.3	31920.6843	395989.399	19390245.1	-564.68821
10	295.199973	76.2080308	-465.203957	-465.203957	32176.6834	460819.249	482469.328	3417498790.0	31603349.7
12	305.598083	47.3372738	-471.75166	18230.0038	614301.641	966.309942	1116644.21	472212224.0	-579.771656
14	292.950705	81.316168	-510.411248	-510.411248	20768783.0	87325344.0	194592.541	136251686.0	17680747.7
16	299.955693	67.0982772	-493.924279	12178782.2	11024.6075	37428653.1	-268.414284	1879.0566	1584803.23
18	299.79639	60.071259	-513.733111	164302460.0	12726.4033	191684.384	-288.223116	106248.355	7725.50816
20	295.873642	70.0310565	-505.353572	-505.353572	355608.705	821743177.0	256860.614	151.995577	45075.8191
22	297.012154	71.1354058	-485.642914	-485.642914	5114.37256	350084.235	289006.861	25073.9856	42787.2139
24	300.103814	85.1850752	-457.971492	-457.971492	453605.769	44760840.1	9980736.99	40527.0716	12912358.4
26	294.082864	69.757688	-450.871651	245.540875	174055.597	2715062460.0	288135.285	8313182.58	-558.891648
28	301.126262	80.1612212	-469.615048	-469.615048	98334.8848	89417.8798	339372.367	58756.3516	745617.64
30	294.783022	54.1992388	-439.890808	-439.890808	12845.2578	23680963.2	17337.0123	10348.8228	15816958500.0
32	300.678493	69.3559199	-551.997564	3073641.17	360.575866	5975.52303	139343.828	68.1479204	-660.017561
34	293.575793	81.5617941	-455.256447	-455.256447	1612.42818	53183.1991	15778421.2	3057662.2	2469538.48
36	295.183382	59.0016832	-458.810144	-458.810144	4434.16541	932861.958	52945.2138	6947.06136	271462.824
38	292.851948	52.8766612	-504.00435	38130.5255	119238.402	-640.00435	6948231.39	-105.060343	377.884286
40	296.201459	82.8128713	-392.355993	-392.355993	16944830000.0	1965594.28	324596.981	11011.1621	3914.97082
