time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6
0	314.675789	0	-555.833178	-555.833178	740328.188	33587138.0	14118631.8	57990.5782	749837.567
2	294.710038	0	-550.191115	-318.699867	-413.161116	570604.563	27782.9981	-65.0087036	37836.4614
4	297.141781	0	-507.743769	-507.743769	98086.2537	1427630190.0	51198.1429	358.587782	19.6420634
6	293.254017	0	-592.7543	2627.28766	38585.6851	4465750.16	5414.78763	-445.394299	17696.5649
8	296.90652	0	-578.290377	3340.63781	27939.2859	32744.6183	43518.2025	-430.930377	219765757.0
10	298.332824	0	-583.664444	-276.824284	38609.146	5367307.91	3209.05066	-436.304444	227420.582
12	299.751789	0	-524.056451	-524.056451	557632.551	194952103.0	18570.9395	2469.90853	22134.3282
14	292.921958	0	-546.489887	698.278477	-409.459888	75629253.5	341055.189	-85.5857901	6491.56182
16	299.136803	0	-553.734156	6542.19802	1005.8962	909842427.0	-315.374155	-155.897475	602252.258
18	299.235629	0	-531.539242	142409.968	694108372.0	34437704.9	-293.179242	60885.1084	141605.446
20	295.461824	0	-570.897592	40976.9085	-285.107954	213337667.0	-332.537591	1447.71804	372.350649
22	298.445669	0	-522.810413	64.4429129	-385.780414	6105480.27	44693.3622	2371.83285	35991.2789
24	297.101013	0	-563.367637	460034.587	-232.225822	55267.7761	2255627450000.0	-416.007636	1927.72535
26	294.160302	0	-575.113236	60784.9071	56502.2928	99290.7062	-336.753235	15786.1496	523.841213
28	300.24517	0	-510.649841	-350.694392	30334.6365	36748.1188	175931.631	209.934109	-619.709838
30	296.968264	0	-543.253053	-120.113571	-281.84486	66830.5028	-304.893052	32342.5278	8032.69179
32	299.645678	0	-559.373463	7566.35747	63192.2629	81013.7245	6894.79555	-412.013463	89.5887059
34	296.114314	0	-555.953816	10405322.0	446212210.0	4111575.1	-317.593816	17258217600.0	1057884440.0
36	296.273641	0	-567.334165	-261.566093	178670.227	17482.3701	6208701620.0	-419.974164	38177.0409
38	297.521154	0	-503.226295	-503.226295	136455243.0	635649143.0	52571020100.0	453.765374	33843911.5
40	293.247515	0	-541.575598	5492.67164	3835951470.0	13931636.4	-303.215598	176992.328	47905.3129
42	297.010505	0	-550.113749	-323.399533	-266.677828	423586.411	90587.0417	-402.753748	9955.82276
44	301.488353	0	-519.762682	-519.762682	413569.306	26251.8399	649724.704	1965.3903	-248.692513
