time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6
0	310.701515	63.3754607	-502.798467	-502.798467	2106.74599	919955767.0	174213.267	1500.77505	253818.101
2	293.118322	69.6209532	-409.582791	8518.9648	-287.422787	38681.9913	122151045.0	96.8022199	2953.35128
4	300.681685	70.1950293	-424.855141	386.849762	8832.02217	232956849.0	-190.505135	1469.68324	15265.4149
6	295.357748	80.5309755	-506.000133	1.46443472e+16	-383.84013	130259.286	44236.9281	6206.21206	267.271168
8	296.615245	69.715433	-472.646708	18213.3784	59170.9595	642.582846	-238.296702	27635.4043	2416.30151
10	303.552259	76.9821418	-462.077606	117.717601	12111.1618	658.089151	-227.7276	217.340164	105.322401
12	302.295893	55.7475391	-503.952563	1002.82719	-381.79256	611414.784	630605.919	-46.7605529	1624.61771
14	300.905162	66.8639829	-490.070907	386.192381	30436.8867	100.055311	96184205.2	1632.13857	-609.94091
16	296.017876	56.7047972	-462.294713	212366.088	-72.7973381	14195.7895	1134853.54	-319.594716	574.478089
18	297.464404	64.6235414	-474.11898	1073.76803	539560.757	5245.46701	-239.768974	-205.665669	460.934827
20	302.840329	74.1237595	-398.722218	-398.722218	8420.99346	40221.8405	1120.48257	-29.8480078	4172709.73
22	296.993397	75.2382772	-459.778035	39936.2945	3285.95236	190.856946	1260277.69	-317.078038	3987.01683
24	297.091343	71.6494368	-450.373443	37676.4103	4656.62017	3946.68743	46526.5524	-133.884765	-570.243445
26	308.410065	66.5011158	-450.737768	27770.1346	1431.57859	27526.8088	52354.1623	-308.037771	626.030102
28	298.263117	61.7338954	-477.147425	2087675.34	15297.3396	16295.2469	232002.813	475110.084	-597.017427
30	299.214649	49.8621001	-431.233968	-63.9464103	-309.073965	2897506970000.0	57128.927	68.3897155	766.849233
32	304.484277	60.3249446	-446.076462	10311.7899	36643957.3	69342.3767	794973.431	-303.376465	2831.61785
34	295.195253	88.1907442	-442.965424	35431.0426	-320.805421	3315.39606	747.994152	-24.716907	-46.3894391
36	300.150092	76.7466295	-479.909928	1174413.69	700025.904	15710.0911	18418.0671	-337.209931	532883.629
38	294.676234	80.6042542	-396.035203	218.13372	-273.8752	12950.0973	5720.86249	-10.4709619	552.496361
40	302.098437	67.528273	-532.047652	1150203.66	122263.896	1022178.36	47931.7906	-389.347655	323345.204
42	295.765848	63.5087527	-449.133405	23751.8591	73039.1197	-587.523404	10718.4919	-102.956073	-338.870701
44	301.690511	76.8213906	-551.377347	72525.9172	310.278792	12939408.0	-317.027341	60.4099624	19780.0697
46	302.998635	58.4368397	-489.47935	20922.7559	2675.92567	56587677.4	-255.129343	10265.1007	380.251365
48	295.063187	75.1575047	-496.022264	441.227979	884.921856	2878468920.0	2022758.41	-353.322267	32189.7894
50	296.977933	76.2083049	-506.478806	-41.7144734	-384.318802	7878522.78	158949.747	-16.2906614	240364.25
52	300.413276	78.3786947	-466.552151	-100.378471	15475.4575	10923.0283	-232.202145	4087.40507	24267.9183
54	302.021223	96.6611003	-544.799709	13614.6253	29345.718	495877.16	411478.367	-402.099712	1084220110.0
56	298.54497	50.3204891	-504.848014	7893.03212	15760251300000.0	643903468.0	1321455.14	-362.148017	58730.9094
58	305.855683	63.9614481	-434.410085	16028.9264	29734.1885	29166.6731	-200.060079	1223.05745	2089.39168
60	294.702351	61.0640487	-546.123487	2963.67434	42.003241	17612896400.0	561917.608	-403.42349	49474.5677
62	295.542784	42.0449764	-401.266804	581341.573	137547.949	124265361.0	-166.916798	50296.94	53060.6599
