time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6
0	315.936688	53.3450375	-557.427627	-557.427627	71058.1109	865521.674	1391424.96	1190.75597	2394919.31
2	297.877473	74.9026741	-600.297385	10635.8284	4165.54151	12178768600.0	19449.3809	-447.897391	11941.7721
4	296.031007	86.9967779	-608.838618	714374.095	3011979440.0	22113017.3	213896552000.0	-456.438624	306708264000000.0
6	300.078629	62.4092268	-525.74268	399852807.0	2152.96909	261712.594	120168.125	-373.342687	-276.304994
8	294.575776	79.6485618	-539.23163	-539.23163	51457.4609	673053448.0	164716.022	1006.16618	435721.193
10	299.350755	80.406244	-562.301808	48102.2399	678.275072	11624.9067	1444.25846	-3.76388805	-662.901806
12	295.93918	50.1287758	-525.179719	941.584804	1573.88945	3870573.58	319890.723	-372.779725	209.242297
14	297.819424	80.1034872	-522.043945	502.828119	5642.70769	3495940300.0	238404.46	-182.279907	-622.643944
16	304.29007	67.5770982	-536.580039	-47.0782847	27.3630065	1010.53635	5103286.67	1670445.02	-637.180037
18	297.617923	74.1179777	-577.250827	10906.8981	162647.383	2239463.99	8117190570.0	11847695.6	-677.850825
20	301.044653	56.7439985	-559.553094	4654.74509	723.366627	2938.54355	4041961.0	-407.1531	-201.91864
22	303.997107	82.7723198	-520.87978	-520.87978	2802.01771	6264.08886	72044.1319	1989.74852	1739.38805
24	293.87085	60.4349425	-531.101905	3017369.33	4354319.45	49047.4627	5172.03172	-378.701911	10217478600.0
26	296.009298	50.9719701	-540.361636	147.015842	554.614489	4029.67891	8664.19232	35427.7402	-640.961634
28	299.619947	89.7889678	-536.826197	-536.826197	410106.138	160507133000.0	5926376.55	208168.527	169487.095
30	297.644624	54.7231996	-573.079521	6951086.58	1096769.99	88.8881128	1163739620.0	16615.614	-673.67952
32	298.121907	59.5511822	-508.035755	-508.035755	28167.183	12173646.0	43795.9843	18594.7043	106963.824
34	294.64005	66.7806673	-558.180734	-558.180734	117168.421	4.94978627e+16	2132713.75	225919.462	104810625.0
36	292.540341	70.6453729	-528.611343	-528.611343	5539.41846	10961.3264	8601560.02	6613.18694	15833479.4
38	297.63437	67.6086606	-555.618225	234075.966	19663.8536	838092.045	2221.52286	-403.218231	215.706662
40	298.497488	98.1134649	-522.22551	-522.22551	49369.4107	163469.046	8288.8961	1760.60143	57893847.0
42	301.695301	63.5824352	-537.392689	-537.392689	23088.8232	489473.406	9478.01376	5259648.05	1574120.08
