time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6
0	302.031942	0	-499.054695	-499.054695	1431146.14	193681.527	48522.9327	393.316064	113576.15
2	300.027951	0	-424.599321	-424.599321	23552802.1	833361.112	15721.1591	169.615016	3204.81069
4	295.136692	0	-481.14917	27.2662994	-359.199173	1146552620.0	2933.62099	85.4589548	4264.36077
6	296.381587	0	-474.813417	26485.3956	1461.24889	2216581.77	401.949682	36961.4551	-594.563417
8	291.296575	0	-447.194159	279278.521	-126.326805	29150172.0	26421.3474	-304.234152	3255316.67
10	296.497578	0	-447.59535	-447.59535	94575419.9	2483880.21	1439062.99	128961686.0	102650.984
12	298.268284	0	-424.106323	-424.106323	772346249.0	291322.729	37043.816	9305.99259	4728.42368
14	299.442924	0	-432.330678	-432.330678	55785.6466	2724780.72	23245.7673	1879.70152	162019.542
16	297.803142	0	-460.15451	942783.786	21293.4186	73894306.9	-226.074508	383952.747	2017.30328
18	294.825658	0	-477.139939	6383.67916	1559.47862	333926235.0	37712.1267	-334.179933	2119.70305
20	297.231978	0	-487.24098	2652417.54	1423.43529	203614015.0	22215.4361	-344.280973	27812.8268
22	296.734925	0	-451.35277	3647.18597	5750.05103	293281496.0	1617.76148	-308.392763	5485.01841
24	298.409714	0	-448.451078	10066.5314	1439.96097	5329.17526	1092.56042	-305.491071	67420.999
26	301.78383	0	-489.702896	19282.7003	15766.2923	-626.622894	7767.17217	-30.5805645	293.283573
28	297.832271	0	-456.748485	4721.72242	72.2887707	4426919820.0	4001.86835	-313.788479	305.827295
30	298.963847	0	-503.229657	81283.0423	110617.342	5086.64487	14774.7654	-360.26965	1904930.66
32	292.651766	0	-459.280193	379586.651	1887958.23	12864.9786	175105.102	-316.320186	26350.8993
34	297.832468	0	-470.882821	33416.0555	-348.932824	85673.2024	1175.64451	262241.573	15479.3257
36	297.941356	0	-460.055492	1477.16037	306.058218	374677.025	3848884.45	-317.095485	238852.103
