time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6
0	301.006101	44.2794051	-545.186018	-545.186018	80860032.0	497066809.0	216115282.0	2798635.61	108272.398
2	291.118637	61.2963766	-493.858387	-493.858387	20007.7981	73233311.6	50032353.9	6113990.44	32395261.4
4	299.439631	97.132693	-480.086302	23195.8232	-345.946303	66400858.3	806715.368	187.341785	220.342591
6	302.244656	76.9505133	-531.286832	-531.286832	14249.1822	30122294.2	27498.8509	8442.83265	2170713.25
8	298.815694	67.2919122	-527.330208	1929564.14	50828.634	13445.8879	-301.820213	2785383.51	21491.5085
10	297.390753	72.0337453	-504.004519	66322.4307	5114.27825	18087523.8	10851.0078	77.9204645	-612.024516
12	293.734984	54.5174161	-465.307254	8624.82832	10189.7952	1609686.81	18189345.1	35235.1249	-573.327251
14	304.323128	51.442806	-510.964811	-510.964811	136961.587	92458.6608	465755.764	176068.99	18788.0079
16	293.289524	73.683648	-478.858544	70952988.6	96830346.2	24721615600.0	443990.351	76.9173454	-586.87854
18	297.915057	55.720777	-457.523225	-457.523225	437225.129	240001.149	99490.4999	17933907.0	75372.6025
20	291.33462	54.1070114	-489.016016	-489.016016	4497598.96	35709425.0	1808269090.0	1736935.79	1608056680.0
22	298.929028	71.8129815	-466.118092	-466.118092	121728.27	15781650.6	679396.762	2204.77204	81298.7529
24	298.960559	68.8598883	-478.526626	162972.563	10036233.5	16078062.2	-253.016631	28453873.3	108291.016
26	296.22363	77.2371877	-456.593177	153532.283	559849.753	610149189.0	-231.083183	14086.8104	317626.96
28	303.18678	54.9599428	-501.674856	1017226.21	384405.161	5711.74432	3353774.4	12676.126	-609.694853
30	292.908885	76.3503021	-471.9783	35816.4259	32960.4285	6018301.74	-246.468305	337739.064	26441.1362
32	298.364415	56.944684	-453.805473	15860342400.0	15878047.8	1344304.16	15637879.3	4631.67214	-561.82547
34	296.998785	75.4948121	-447.755995	-447.755995	2705672.99	171087092000.0	20296463.9	1650551620.0	3131416.54
36	297.520999	71.6346127	-493.763102	56505.1027	705138082.0	14818440.4	-268.253108	806687.26	1544385.74
38	296.09632	77.0103289	-506.741581	35838.3294	1220834.94	651701067.0	135770906.0	973.418636	-614.761577
40	294.507502	67.8389104	-441.759805	702.163134	2752.90775	8790.73213	1416.92412	-50.4340838	-549.779801
42	294.206744	60.7483884	-488.895055	9332.58497	18477.5741	2381.53474	223973.591	168.014353	-596.915051
44	296.42753	68.6987104	-460.116548	1783.09434	378250890.0	25858958900.0	80401.0076	868228.95	-568.136544
46	295.83431	45.4038602	-452.480234	-452.480234	988.177526	49897.7399	74437.4106	1349.34751	10.2464069
48	299.709441	72.320454	-494.311718	486277.901	31476.8828	-630.311718	90490.7178	1147.53879	65513.1
50	290.428439	70.8186286	-449.51388	-449.51388	655799.249	30480903.2	10129.0981	1375.69095	168600.642
52	295.953775	47.1290056	-540.959985	410.859338	639.278154	281310300.0	-315.449991	51177.998	102900.88
54	300.090756	62.1525824	-472.552257	-472.552257	96403259500.0	1650754060.0	1221089820.0	40440.7901	712058089.0
56	303.146118	84.7563909	-445.922398	-445.922398	84037.9239	942547.286	275602.567	75990876.6	87413.2749
58	296.923247	65.6625124	-467.268607	202097.237	9333.71677	33464.7287	3120960.54	482.937548	-575.288603
60	303.307377	80.4783893	-472.400165	-472.400165	11663.4502	762651757.0	15555676100.0	34961.2883	231695.706
62	297.875948	67.4154647	-452.398029	-452.398029	5262301.34	954037332.0	34820418900.0	469718.12	2439891.96
64	300.436149	55.9558883	-455.621233	499.891719	20614.9668	54428.8971	1041.885	-302.031237	348.916699
66	300.788522	57.8660651	-461.94145	296.718156	33249.5617	15492.8373	-236.431455	400.000634	1702.63558
68	293.227145	64.8828491	-448.913183	94.8078644	-314.773183	28171.2743	18561.2045	-125.696108	-242.680895
70	298.287729	68.5915859	-459.529542	1210578.87	13973.4488	155102972.0	-234.019547	39867.3123	7660.73618
72	299.208673	62.4807111	-441.862624	-441.862624	76236.8917	490137.407	60972.2395	65217.8427	835741729000.0
74	298.211915	65.5894487	-451.963855	360482475.0	242519.41	39.6464622	332542.884	276292.891	-559.983852
76	296.862674	66.7523369	-388.056794	-388.056794	112468.328	11824.6339	326739278.0	191358.323	1617605.86
78	295.072242	61.1544388	-497.215514	21938168.5	3162443.42	209544.359	18559039.3	1421822070.0	-605.235511
80	297.806462	57.7498805	-467.373287	429.329049	-91.5517141	6645.86232	-241.863293	4531.70923	152.525913
82	295.828397	74.3295252	-481.71472	1536843.09	952652.288	3547501440.0	-256.204725	15111.6483	25484.0368
84	295.226824	74.9482004	-549.60973	2617.83805	347.093853	67244367.0	1405.73135	-396.019733	261.026089
86	295.874813	82.2850078	-425.821644	158.838185	7787.2754	6796.89928	1024592.6	-272.231648	-86.6977634
88	298.831122	48.1457059	-484.103885	-95.3136475	238982.295	2542.40287	794436.843	249.544144	-592.123882
90	309.82353	69.1201148	-451.106062	646.788222	98423.4778	1682849640000000.0	-225.596068	6721.12595	20506.6231
92	296.821906	69.7573868	-428.488886	-428.488886	9790624500.0	12286247000.0	1389146.15	44578.147	58213.7482
94	301.053585	62.1054898	-512.068922	-512.068922	296367.436	11387.4875	1037643.12	23521.0576	19928.0653
96	299.37672	66.2686415	-497.188735	9201.18635	-363.048736	2422990.57	72831.4956	30975510.7	64952.1436
98	301.932176	55.6990263	-446.106469	-446.106469	5129.54077	2353484.7	73112.7005	1353.42528	1065007680.0
100	301.559094	64.7120444	-439.901797	-439.901797	6675115.37	449672699.0	326327312.0	6845.86324	128963498.0
102	296.159318	67.05401	-466.50602	714.147522	-332.36602	478868.197	8051.56201	-76.8625035	31056869.7
104	298.313712	60.9188219	-454.472148	-454.472148	386267.849	229356957000000.0	149587012.0	788.667324	147298.815
106	302.500044	62.9898762	-495.179574	82.1785403	-361.039575	435114938.0	514414.119	-171.519054	4815.11739
108	293.346512	70.0994032	-474.961141	-474.961141	101238.681	93762.8806	41030.6516	50983.1024	530381644.0
110	297.764304	78.3243996	-492.602731	-492.602731	20203.0227	364469.812	227058906.0	2432031.26	7325.24492
112	296.143818	46.9543078	-497.564838	32847.737	361926871.0	121596.198	21516.8688	111863.857	-605.584835
114	294.909257	78.2478469	-456.087546	1687254.84	182767.775	942571.618	-230.577552	732.801048	55454.9716
116	294.523823	56.7844843	-477.151279	574014318.0	4036.33873	113145.768	-251.641285	15049.2539	28810.855
118	294.455659	43.3920222	-481.507821	-481.507821	2357161.5	241112.679	13390.1963	28614460900.0	9732.47789
120	296.977555	42.5678893	-484.249381	112736.309	480213.191	95814.4924	-258.739386	2529.27559	1754.07255
122	298.374021	87.5591195	-447.938765	6557.85695	31520223.0	-33.5023409	12865.9503	-294.348769	10411.18
124	302.253928	71.6090847	-452.037567	491038.161	2518.51141	782026.39	286286.015	-298.447571	1129126120.0
126	300.427433	48.8111909	-458.079331	6910.16161	-323.939332	11921443.0	3281.71156	2985.45298	753280.901
128	297.345292	42.6820203	-487.849503	13664.5116	-353.709503	736412.523	58622501.2	210539.393	3336.3354
130	292.521666	68.6468409	-489.353671	-489.353671	1783.2615	4976921.69	18406.5273	119095.046	103900.02
132	294.550319	55.1080733	-425.131821	-425.131821	95530255.1	2038725.55	24225652.8	14598.7661	548334.52
134	296.44427	52.5356788	-499.856561	502583896.0	12952084100.0	28647637.1	-274.346566	21904549.2	141420.313
136	292.606957	72.7214584	-499.608761	32200.8892	-365.468762	44145361600.0	6526.17068	3278.91766	257139.326
138	299.40221	64.7434913	-449.412627	-449.412627	41464169.0	434457377000.0	2530468.35	8045518.13	85157735.3
140	299.310486	51.5240824	-467.975126	1108.58775	-333.835127	73606.7537	4226.03191	4219.93408	455657.083
142	301.035144	59.4306827	-486.188507	23734115.8	12193849.7	3824716.71	-260.678512	10733615000.0	6466.81442
144	294.94073	61.5555667	-498.917288	176712.655	-364.777289	768594445.0	32549.2843	143.667122	1615.22268
146	297.303774	57.1470727	-503.998739	23776.4988	28542.0649	6283483.59	-278.488744	7269.21334	39034.3712
148	300.189641	61.3363181	-428.943546	-428.943546	12624.8906	76696296.4	6977498.39	1565.10585	2672089.93
150	295.018091	75.7227118	-490.530134	2293.8053	604.991663	-626.530134	824144.667	-162.384859	2527.16792
152	297.504802	61.9712373	-485.713224	114046.061	10232.655	39799.3725	-260.20323	9892.38609	132020.453
154	296.399665	59.5105019	-494.827369	-494.827369	111255.786	82826582.6	9780950.96	26558.6192	21876442.6
156	305.720367	56.9616809	-513.404563	1056399.71	379.481617	416957577.0	-287.894569	600879.231	344258.913
158	292.723459	69.2691061	-438.330723	21249.3514	126.864993	1083415.31	5794266.75	-284.740726	176486414000.0
160	303.018194	94.6332741	-515.00413	2534.05956	34406988.5	-651.00413	132710.165	38872.2866	59070.025
162	292.034826	55.1791841	-443.173501	-443.173501	64610.78	2644480020000.0	12179862.6	464781244.0	1886867060.0
164	300.031779	40.7987869	-461.175638	331856.389	5655.58217	26939.8123	-235.665644	4543.97349	58820.5517
166	301.093801	70.4871517	-513.384704	12330.9904	108287.984	241851140.0	-287.87471	1296568.51	350928.772
168	291.392113	70.9381214	-519.865553	2575.32303	42586.6225	482159525.0	-294.355558	5521771.29	-125.755614
170	293.013866	54.8150378	-441.348771	-441.348771	2990376.16	5809124.76	7866.54944	37424.0333	15655885.1
