time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6
0	322.917375	0	-555.833178	-555.833178	740328.188	33587138.0	14118631.8	57990.5782	749837.567
2	297.565428	0	-517.36118	482.115056	-380.331181	42803.2311	6612.13346	1088.06295	163723.575
4	300.752074	0	-538.956347	-222.663388	-401.926349	5514974.26	20161318.5	10.8473849	54660.5622
6	294.774624	0	-548.762946	127.114852	173.024303	25755.2328	771754.831	-401.402945	2840.09406
8	297.659482	0	-538.915285	-102.990484	66012.3637	53683701200.0	-300.555285	450.115757	29289767.9
10	299.75146	0	-531.626397	-531.626397	1537.7588	8646689380.0	211707108.0	46738.4288	3093153.85
12	300.151408	0	-509.603334	-509.603334	13740.0303	24835565600.0	2452057.49	-113.765746	2558.06548
14	298.191785	0	-564.658303	-449.857173	8285009.34	752445668.0	8725794.67	-417.298302	7912.86654
16	296.617456	0	-550.70044	382.956374	-413.670441	1829998.13	233848428000.0	-169.374453	80294.9687
18	296.86973	0	-532.700121	35866314.2	261.124424	669219.27	236787.566	-385.34012	-245.163455
20	297.275406	0	-550.237944	1212.78549	-171.329446	155217.212	-311.877943	-3.85051354	-445.611938
22	296.05213	0	-523.83815	-523.83815	849032.884	30293.2006	108985863000.0	143.460588	87972.2416
24	296.110005	0	-539.952489	-303.966717	34.3531794	14924896.9	-301.592488	4469.56204	111203.915
26	294.63527	0	-534.982509	78637.0867	105.363523	4234714540.0	-296.622508	-117.364313	13962623.7
28	296.28648	0	-587.689774	22.5377912	-450.659775	741778.297	490212050.0	5133.40876	4407.336
30	299.705253	0	-561.252208	-173.171878	1051.18819	4592669.15	5857.92461	-413.892207	5655.23683
32	304.594584	0	-573.473355	49118.7388	1144.91825	666477529.0	-335.113354	10632.7126	26.1760088
34	297.8827	0	-532.088157	82.8147511	3826.84569	406957.293	7065.22089	-384.728157	43511.9218
36	299.447242	0	-567.004123	-107.203001	355.004859	232713.717	798.578751	-419.644122	932020.894
38	291.240274	0	-514.414136	-514.414136	460718.772	212684.237	36928.7313	39.8425163	2577984.91
40	295.29665	0	-574.186044	-285.457483	149472.769	4049638850000.0	670816.193	-426.826043	8701.92287
42	301.339452	0	-530.887167	-45.8123613	4040.69302	39860564.3	135566660.0	-383.527166	764.837598
44	293.361118	0	-515.761024	47550.894	555.238262	287087486.0	-277.401023	5302377.15	2616.15083
46	298.553255	0	-537.886771	117132.22	22407.1398	52985.4532	318158.204	-390.52677	33136546.6
48	298.106678	0	-538.615813	140.328212	-209.268465	12764791.9	-300.255812	1122.08534	16876.9642
50	298.89779	0	-556.109422	203.242446	-39.7266595	794657139.0	-317.749421	-83.3021591	63.3982016
52	299.188631	0	-574.236394	4625.03471	47.5777484	17705037.1	16842.2632	-426.876393	34666.553
54	304.575931	0	-567.068551	199903.264	25235.9156	21547.0141	1316884.61	-419.70855	20071.1616
56	294.035821	0	-531.29932	837.230989	-83.4943519	1582469000.0	2424200.72	-383.939319	5328.84961
58	296.711224	0	-534.48991	266.07384	4787731.2	-648.05991	418778.149	-161.578167	-588.493779
60	295.827816	0	-528.512723	-528.512723	41537255.9	1780451.7	48127.7389	32033.3113	2894.18914
62	297.865873	0	-589.795622	98.4597615	2221.17257	406319900.0	-351.435621	107978.444	9271.78148
64	293.923505	0	-517.318381	-313.226814	7032.0573	13013679000.0	5757884.32	-369.95838	204848.097
66	296.132631	0	-542.845194	587.450345	6376.11745	2353275.87	-304.485193	17787.177	2040.84159
68	299.712321	0	-541.879405	796.072273	14825.8796	180451.221	100480382.0	-394.519404	51965.6204
70	296.55468	0	-553.447188	1330.986	5237.20006	52780.8799	5291243.96	-406.087187	20157.8553
72	299.471917	0	-537.981565	-537.981565	211497.446	786260.45	464788.244	31753.3025	31023.3684
74	299.923767	0	-571.426306	-465.841948	501.659249	2318376.44	28938.3798	-424.066305	-561.493621
76	294.523524	0	-512.014099	1408.42465	-374.9841	1000560850.0	1184787700000.0	1098.3955	5914.43394
78	297.846207	0	-537.237833	-104.3404	7549.6413	3596944.59	88863.7348	-389.877833	294.175071
80	300.365611	0	-529.83763	3503.77466	665.978967	301816830.0	-291.47763	26403.3511	1074042.22
82	294.012088	0	-530.025816	-530.025816	37576.0937	6172467.53	5469035140.0	610.960715	148652.764
84	298.312199	0	-539.313708	656.309113	19823.3113	12855.1285	27000.282	-391.953707	156107.864
86	298.896151	0	-561.852984	-355.401507	34022.0259	6929077250.0	24764.769	-414.492983	1988644.86
